,CellLine,Drug,ec50UM,ic50UM,aMax,actArea
14222,SW48_LARGE_INTESTINE,PF2341066,8.12179231,7.05223274,-87.347076,0.8926
15333,SW48_LARGE_INTESTINE,PHA-665752,-1,8,21.13356,0.131
16332,SW48_LARGE_INTESTINE,PLX4720,-1,8,15.380865,0
20217,SW48_LARGE_INTESTINE,Sorafenib,-1,8,-13.6652,0.5355
11384,SW480_LARGE_INTESTINE,17-AAG,0.08780278,0.10652117,-67.358002,2.2298
6389,SW480_LARGE_INTESTINE,Irinotecan,0.2984162,0.32038984,-94.473137,2.3517
12234,SW480_LARGE_INTESTINE,PD-0325901,6.89571721,0.18650638,-69.94619,3.2477
17393,SW480_LARGE_INTESTINE,Paclitaxel,0.01017546,0.01550378,-66.540916,3.6134
18357,SW480_LARGE_INTESTINE,Panobinostat,0.04327288,0.04848709,-98.138969,3.7592
23257,SW480_LARGE_INTESTINE,Topotecan,0.13551033,0.19277506,-97.452309,2.9514
19219,SW480_LARGE_INTESTINE,RAF265,8.51418065,3.06089473,-67.375679,1.3007
3147,SW480_LARGE_INTESTINE,AZD0530,-1,8,-10.195113,0.1153
7292,SW480_LARGE_INTESTINE,L-685458,-1,8,4.968565,0.0563
8265,SW480_LARGE_INTESTINE,LBW242,-1,8,-4.286798,0.0707
10199,SW480_LARGE_INTESTINE,Nilotinib,-1,8,0.947889,0.095
15332,SW480_LARGE_INTESTINE,PHA-665752,-1,8,6.525783,0
16330,SW480_LARGE_INTESTINE,PLX4720,-1,8,1.158481,0.0887
11383,SW403_LARGE_INTESTINE,17-AAG,0.04754045,0.05081294,-80.084961,4.3652
4172,SW403_LARGE_INTESTINE,AZD6244,0.01263854,0.06491704,-78.053162,2.9688
12235,SW403_LARGE_INTESTINE,PD-0325901,0.01783348,0.01597572,-77.538315,4.8714
17388,SW403_LARGE_INTESTINE,Paclitaxel,0.00306001,0.00549298,-85.662239,5.8697
18356,SW403_LARGE_INTESTINE,Panobinostat,0.0220935,0.02475176,-97.056862,5.1316
23267,SW403_LARGE_INTESTINE,Topotecan,0.04970722,0.05771403,-93.046417,4.7006
6390,SW403_LARGE_INTESTINE,Irinotecan,0.0646121,0.1093245,-90.318291,2.8655
21199,SW403_LARGE_INTESTINE,TAE684,0.81880224,0.9270916,-82.721092,2.2255
7291,SW403_LARGE_INTESTINE,L-685458,-1,8,-0.991139,0.2892
10198,SW403_LARGE_INTESTINE,Nilotinib,-1,8,9.964643,0.2939
11390,SW403_LARGE_INTESTINE,Nutlin-3,-1,8,9.259106,0.2976
15331,SW403_LARGE_INTESTINE,PHA-665752,-1,8,9.752847,0.2497
16329,SW403_LARGE_INTESTINE,PLX4720,-1,8,-2.441571,0.1555
20215,SW403_LARGE_INTESTINE,Sorafenib,-1,8,6.910451,0.0032
11381,SW1990_PANCREAS,17-AAG,0.04692368,0.0552978,-81.909348,3.9558
11382,SW1990_PANCREAS,PD-0325901,0.06318714,0.22580543,-65.677582,2.9671
16328,SW1990_PANCREAS,Paclitaxel,0.04116351,0.03416922,-70.487022,4.7138
17391,SW1990_PANCREAS,Panobinostat,0.07629988,0.12005324,-89.546951,3.6605
22166,SW1990_PANCREAS,Topotecan,0.01642871,0.04162853,-85.674416,4.2077
6387,SW1990_PANCREAS,L-685458,-1,8,4.261973,0.023
7289,SW1990_PANCREAS,LBW242,-1,8,-1.150498,0.1944
14219,SW1990_PANCREAS,PHA-665752,-1,8,1.939057,0.0623
19215,SW1990_PANCREAS,Sorafenib,-1,8,1.500018,0.0658
18355,SW1990_PANCREAS,RAF265,2.24849558,2.46482635,-71.079735,1.7576
20214,SW1990_PANCREAS,TAE684,1.22239423,1.54819405,-78.110222,1.7119
12233,SW1990_PANCREAS,PD-0332991 ,5.7788825,8,-23.131405,0.3129
2507,SW1573_LUNG,AEW541,4.17763472,2.99392819,-70.771477,1.3222
14221,SW1573_LUNG,Paclitaxel,0.00965258,0.01579805,-58.842438,3.8372
15329,SW1573_LUNG,Panobinostat,0.09103894,0.09811072,-98.048409,3.9544
17390,SW1573_LUNG,TAE684,4.43158102,3.08885813,-79.251312,1.4503
19218,SW1573_LUNG,Topotecan,0.04701321,0.04590029,-83.344223,4.6127
3146,SW1573_LUNG,AZD0530,-1,8,-9.613012,0.6893
7290,SW1573_LUNG,LBW242,-1,8,-8.857166,0.517
9202,SW1573_LUNG,Nutlin-3,-1,8,-7.218505,0.4564
12231,SW1573_LUNG,PHA-665752,-1,8,-25.186571,0.4133
16323,SW1573_LUNG,Sorafenib,-1,8,5.219263,0.3386
5246,SW1573_LUNG,Erlotinib,1.57859612,8,-28.803268,0.3446
6388,SW1573_LUNG,L-685458,3.61901522,8,-27.584616,0.2926
8264,SW1573_LUNG,Lapatinib,0.15928479,8,-16.014204,0.3101
11379,SW1417_LARGE_INTESTINE,17-AAG,0.06678662,0.06849767,-77.109787,4.141
10197,SW1417_LARGE_INTESTINE,PD-0325901,0.03301526,0.04747221,-66.379295,3.5422
15330,SW1417_LARGE_INTESTINE,Paclitaxel,0.02796657,0.02421284,-75.942574,5.1654
16327,SW1417_LARGE_INTESTINE,Panobinostat,0.05283957,0.05757766,-104.725937,4.3976
19217,SW1417_LARGE_INTESTINE,TAE684,-1,0.19243729,-87.38665,1.3905
17389,SW1417_LARGE_INTESTINE,RAF265,-1,0.20236986,-90.909439,1.7389
21198,SW1417_LARGE_INTESTINE,Topotecan,0.18316171,0.23174086,-96.16597,3.6728
5245,SW1417_LARGE_INTESTINE,Erlotinib,-1,8,-3.026026,0.3159
6386,SW1417_LARGE_INTESTINE,L-685458,-1,8,-1.128501,0.349
7288,SW1417_LARGE_INTESTINE,LBW242,-1,8,4.972057,0.4361
9201,SW1417_LARGE_INTESTINE,Nutlin-3,-1,8,4.298137,0.3706
11380,SW1417_LARGE_INTESTINE,PD-0332991 ,0.15864524,8,-14.744283,0.4307
11377,SW1353_BONE,17-AAG,0.11086772,0.14058878,-69.706238,3.1215
6383,SW1353_BONE,Irinotecan,0.52322441,0.58942998,-95.674896,2.646
17386,SW1353_BONE,Paclitaxel,0.01200634,0.01130726,-87.388702,5.3868
18351,SW1353_BONE,Panobinostat,0.06236314,0.06598885,-97.851303,4.4823
21195,SW1353_BONE,TAE684,8.75978966,4.31967497,-91.437683,1.8519
23266,SW1353_BONE,Topotecan,8.48091537,2.20531702,-70.316551,2.2859
5244,SW1353_BONE,Erlotinib,-1,8,5.343531,0.1981
7287,SW1353_BONE,L-685458,-1,8,3.331342,0.0205
8263,SW1353_BONE,LBW242,-1,8,-1.583611,0.3225
10196,SW1353_BONE,Nilotinib,-1,8,-12.168748,0.149
15328,SW1353_BONE,PHA-665752,-1,8,4.170669,0.2262
20213,SW1353_BONE,Sorafenib,-1,8,-19.034719,0.3081
11376,SW1271_LUNG,17-AAG,0.23990145,0.29341176,-69.010696,2.6201
6385,SW1271_LUNG,Irinotecan,0.19061892,0.22140196,-80.694923,3.0324
12232,SW1271_LUNG,PD-0325901,0.05527554,0.66525883,-56.938728,2.2362
17387,SW1271_LUNG,Paclitaxel,0.00869495,0.01010125,-61.16473,4.1891
18353,SW1271_LUNG,Panobinostat,0.07657497,0.11888967,-93.67157,3.5354
23265,SW1271_LUNG,Topotecan,0.07400006,0.13332364,-77.049927,3.209
7285,SW1271_LUNG,L-685458,-1,8,8.116042,0.0739
9199,SW1271_LUNG,Lapatinib,-1,8,-3.339018,0.1266
11378,SW1271_LUNG,Nutlin-3,-1,8,-11.336948,0.7121
15327,SW1271_LUNG,PHA-665752,-1,8,7.771904,0.8502
20211,SW1271_LUNG,Sorafenib,-1,8,2.989052,0.3072
22170,SW1271_LUNG,TKI258,-1,8,3.385223,0.1423
2508,SW1271_LUNG,AEW541,8.34531646,4.89279795,-83.498329,1.2973
19216,SW1271_LUNG,RAF265,3.21938729,3.49153853,-67.207542,1.3744
5243,SW1271_LUNG,Erlotinib,0.13349822,8,-4.977474,0.0846
13235,SW1271_LUNG,PD-0332991 ,8.95231638,8,-22.351349,0.2713
11374,SW1088_CENTRAL_NERVOUS_SYSTEM,17-AAG,0.03809711,0.06266729,-67.24527,2.8038
16326,SW1088_CENTRAL_NERVOUS_SYSTEM,Paclitaxel,-1,0.00254261,-69.425629,4.9997
17381,SW1088_CENTRAL_NERVOUS_SYSTEM,Panobinostat,0.15476124,0.20241359,-83.947975,2.9392
18352,SW1088_CENTRAL_NERVOUS_SYSTEM,RAF265,0.59461188,0.92136991,-53.719048,1.2931
21197,SW1088_CENTRAL_NERVOUS_SYSTEM,TKI258,-1,0.52465896,-70.350861,0.8459
8262,SW1088_CENTRAL_NERVOUS_SYSTEM,Lapatinib,8.02039003,6.7370863,-75.705666,0.7047
9200,SW1088_CENTRAL_NERVOUS_SYSTEM,Nilotinib,-1,1.02097223,-70.265129,0.6276
4171,SW1088_CENTRAL_NERVOUS_SYSTEM,AZD6244,-1,8,7.912452,0
7286,SW1088_CENTRAL_NERVOUS_SYSTEM,LBW242,-1,8,-18.727779,0.0237
10195,SW1088_CENTRAL_NERVOUS_SYSTEM,Nutlin-3,-1,8,1.160602,0
11375,SW1088_CENTRAL_NERVOUS_SYSTEM,PD-0325901,8.03563531,8,-19.8881,0.0373
14220,SW1088_CENTRAL_NERVOUS_SYSTEM,PHA-665752,-1,8,-6.662718,0.0334
11370,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,17-AAG,0.38269061,0.45465624,-83.426498,2.5547
16325,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Paclitaxel,5.86544183,0.00852356,-88.435852,5.2309
17385,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Panobinostat,0.09230378,0.09215451,-100.727737,4.1072
22168,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Topotecan,0.06056523,0.06272797,-93.096886,4.3655
14217,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PHA-665752,8.43059665,8,-24.167871,0.1771
4170,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AZD6244,-1,8,1.379645,0.0277
6384,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-685458,-1,8,2.55209,0.0186
19214,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sorafenib,-1,8,-3.790809,0.0582
21196,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TKI258,-1,8,2.88728,0.1683
11371,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,17-AAG,0.09751115,0.09729275,-95.034386,4.1261
6379,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,0.02781471,0.02889228,-96.08033,5.0054
17384,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Paclitaxel,-1,0.00254261,-98.607948,7.6077
18346,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Panobinostat,0.0144456,0.01335807,-96.279129,5.489
21193,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TAE684,0.09077923,0.09350494,-96.594154,4.0199
23264,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Topotecan,0.07475077,0.07750475,-99.100204,4.3541
14218,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PF2341066,1.79129601,1.82310045,-96.078011,1.7536
3145,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AZD0530,-1,8,9.341163,0
5242,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,-1,8,3.87891,0
9198,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Lapatinib,-1,8,0.051331,0
16324,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PLX4720,7.4525156,8,-25.316376,0.1102
20212,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sorafenib,-1,8,-14.487541,0.0468
22167,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TKI258,2.74696302,8,-16.204542,0.0866
4169,SUIT2_PANCREAS,AZD6244,0.27610511,0.55270296,-66.624619,2.0782
6382,SUIT2_PANCREAS,Irinotecan,0.11291152,0.12210101,-93.242195,3.4227
12229,SUIT2_PANCREAS,PD-0325901,7.49265586,0.16878817,-84.416138,3.014
17383,SUIT2_PANCREAS,Paclitaxel,0.03978804,0.29796761,-81.232841,3.2842
18350,SUIT2_PANCREAS,Panobinostat,0.14341217,0.15694672,-98.137688,3.1656
23263,SUIT2_PANCREAS,Topotecan,0.05174321,0.05547818,-87.314827,3.5594
7281,SUIT2_PANCREAS,L-685458,-1,8,-1.742781,0.0556
8260,SUIT2_PANCREAS,LBW242,-1,8,-5.170803,0.2473
10193,SUIT2_PANCREAS,Nilotinib,-1,8,1.559181,0.0522
11372,SUIT2_PANCREAS,Nutlin-3,-1,8,-2.879575,0.2685
16322,SUIT2_PANCREAS,PLX4720,-1,8,-4.347602,0.2664
24,SUIT2_PANCREAS,ZD-6474,-1,3.77639092,-53.964436,0.7193
11369,SUIT2_PANCREAS,17-AAG,0.58629096,0.65243584,-84.629967,2.3478
9197,SUIT2_PANCREAS,Lapatinib,8.49554872,8,-24.112768,0.1841
14216,SUIT2_PANCREAS,PF2341066,3.63213611,8,-28.435585,0.2423
15326,SUIT2_PANCREAS,PHA-665752,7.96582174,7.36535597,-55.700954,0.2108
11367,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,17-AAG,0.07283717,0.11760903,-79.3927,4.1173
2506,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AEW541,-1,0.35650925,-86.098961,1.6451
6381,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,0.02766348,0.02643993,-95.74379,5.546
17382,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Paclitaxel,30,0.00254717,-86.216347,6.7813
18349,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Panobinostat,0.01170756,0.01158702,-96.292221,6.3157
23262,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Topotecan,0.02421177,0.03070632,-98.955147,5.4439
7284,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-685458,8.09292854,6.75065804,-95.781921,1.2041
9195,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Lapatinib,8.01622016,6.81913519,-89.269897,0.9553
22164,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TKI258,3.43468809,3.60911465,-91.379471,1.2434
3144,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AZD0530,-1,8,-0.70341,1.196
5241,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,-1,8,8.100821,0.689
11368,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Nutlin-3,-1,8,7.56703,0.7898
6380,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,0.10759804,0.11558864,-94.849953,4.2453
7283,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-685458,-1,0.11815829,-108.684525,3.2609
10194,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Nilotinib,-1,0.09924005,-94.416595,1.2999
17379,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Paclitaxel,-1,0.00254261,-95.715157,7.4814
18348,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Panobinostat,0.0069603,0.00851492,-94.905426,6.1489
23261,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Topotecan,0.10349003,0.11483645,-98.68821,4.0341
11365,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,17-AAG,-1,0.33302214,-97.606277,2.238
2504,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AEW541,-1,0.39866293,-97.704811,1.1025
9196,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Lapatinib,-1,0.38625566,-100.431488,1.4096
21194,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TAE684,-1,0.29279725,-96.422058,1.2094
4168,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AZD6244,-1,8,11.450127,0.5246
5240,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,-1,8,15.476089,0.3886
11366,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Nutlin-3,-1,8,11.197448,0.2678
12230,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PD-0325901,-1,8,1.187729,0.8526
20210,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sorafenib,-1,5.62321788,-53.102894,0.8653
11363,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,17-AAG,0.22568177,0.24027066,-86.838203,3.7258
3143,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AZD0530,0.54021394,0.62076706,-89.725708,3.6068
6377,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,0.04485874,0.05829947,-95.775215,4.9707
17360,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Paclitaxel,0.00456452,0.00450234,-96.369926,6.9533
18345,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Panobinostat,0.00665398,0.01359698,-98.813438,5.8489
23260,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Topotecan,0.05579155,0.05818048,-96.906357,5.315
4167,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AZD6244,-1,8,-5.568696,1.7324
8261,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LBW242,-1,8,-7.541118,1.8018
12227,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PD-0325901,-1,8,4.768203,0.6981
16321,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PLX4720,-1,3.60717688,-55.392193,1.988
15325,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PHA-665752,3.40755749,2.31096053,-97.712944,2.5702
22165,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TKI258,4.50303841,2.38116074,-95.831223,1.9076
5239,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,1.09161878,8,-28.295166,1.0076
7282,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-685458,8.59658816,4.88063669,-89.95858,1.3882
9194,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Lapatinib,8.63384192,5.03662729,-84.974762,1.2882
10192,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Nilotinib,8.65279307,5.04196835,-66.31308,1.4978
19213,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RAF265,6.39161539,3.2635386,-79.817047,1.5231
2505,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AEW541,-1,0.17997508,-93.363991,1.0192
14215,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PF2341066,-1,0.17960964,-87.240433,0.8983
17380,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Paclitaxel,0.00346188,0.00311168,-98.150177,7.2354
18347,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Panobinostat,0.01508657,0.0180795,-93.948456,5.3984
21190,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TAE684,-1,0.10076313,-98.419922,1.2132
23259,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Topotecan,0.09350163,0.10702965,-94.615997,4.0743
6378,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,0.23221543,0.27648526,-95.624779,3.1957
7280,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-685458,7.43280029,6.15767717,-94.35453,1.2785
22163,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TKI258,-1,0.20658424,-95.562668,1.3126
5238,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,-1,8,1.157077,0.066
8259,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LBW242,-1,8,12.832203,0.186
11364,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Nutlin-3,-1,8,-10.755085,0.0689
15324,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PHA-665752,-1,8,-6.031882,0.067
16320,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PLX4720,-1,8,20.466194,0
20209,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sorafenib,-1,8,-15.577414,0.0154
11362,SU8686_PANCREAS,17-AAG,0.18789941,0.24354453,-62.451622,2.4711
15321,SU8686_PANCREAS,Paclitaxel,-1,0.00254261,-53.230564,4.1376
16317,SU8686_PANCREAS,Panobinostat,0.10910317,0.1147289,-96.31102,3.8365
17378,SU8686_PANCREAS,RAF265,1.39274025,3.90894318,-57.878433,1.1501
21192,SU8686_PANCREAS,Topotecan,0.53511852,0.52991366,-95.518616,3.0704
6376,SU8686_PANCREAS,L-685458,-1,8,1.349109,0.0101
8258,SU8686_PANCREAS,Lapatinib,-1,8,-2.959478,0.0905
9193,SU8686_PANCREAS,Nutlin-3,-1,8,-0.2071,0.148
11354,SU8686_PANCREAS,PD-0332991 ,-1,8,0.028147,0
20208,SU8686_PANCREAS,TKI258,-1,8,-2.048724,0.1613
11360,SQ1_LUNG,17-AAG,0.10854068,0.12330926,-78.015633,4.1275
7278,SQ1_LUNG,LBW242,0.20077789,0.29362819,-86.066299,3.2487
14214,SQ1_LUNG,Paclitaxel,0.01006654,0.02295878,-69.195404,4.5905
15323,SQ1_LUNG,Panobinostat,0.04720529,0.04827156,-96.158417,4.9539
19210,SQ1_LUNG,Topotecan,-1,0.31558007,-91.031204,2.0749
3142,SQ1_LUNG,AZD0530,2.50247264,3.16795731,-73.729317,1.9154
6375,SQ1_LUNG,L-685458,0.23767,8,-13.978923,0.4788
8257,SQ1_LUNG,Lapatinib,8.55442444,8,-39.859646,0.6781
9192,SQ1_LUNG,Nutlin-3,-1,8,8.771835,0.0617
11361,SQ1_LUNG,PF2341066,-1,8,5.001246,0.0616
13234,SQ1_LUNG,PLX4720,9.08050241,8,-25.265465,0.5213
11358,SNUC2A_LARGE_INTESTINE,17-AAG,0.11973575,0.25648075,-56.242828,2.7511
16319,SNUC2A_LARGE_INTESTINE,Paclitaxel,0.03305847,0.04794786,-63.481594,3.9497
17377,SNUC2A_LARGE_INTESTINE,Panobinostat,0.08475526,0.12025812,-84.021111,3.2683
20206,SNUC2A_LARGE_INTESTINE,TAE684,0.96800745,3.78526092,-50.351799,1.3696
22160,SNUC2A_LARGE_INTESTINE,Topotecan,0.72503322,1.24612951,-65.504578,2.2119
6374,SNUC2A_LARGE_INTESTINE,L-685458,-1,8,9.964333,0
8256,SNUC2A_LARGE_INTESTINE,Lapatinib,-1,8,-3.422872,0.2618
9191,SNUC2A_LARGE_INTESTINE,Nilotinib,-1,8,2.450648,0.1011
15322,SNUC2A_LARGE_INTESTINE,PLX4720,-1,8,3.249218,0.0593
21191,SNUC2A_LARGE_INTESTINE,TKI258,-1,8,7.440149,0.272
11357,CAMA1_BREAST,17-AAG,0.01301991,0.14104521,-66.173851,3.1786
6372,CAMA1_BREAST,Irinotecan,0.45428282,0.34567094,-100.846298,3.1566
10191,CAMA1_BREAST,Nilotinib,3.46148706,6.33207083,-51.818092,0.4371
17376,CAMA1_BREAST,Paclitaxel,0.00936986,0.01084603,-69.248039,4.3906
18342,CAMA1_BREAST,Panobinostat,0.03450824,0.02961304,-99.259987,5.0138
19212,CAMA1_BREAST,RAF265,1.82444179,6.14237213,-52.995491,0.8191
7279,CAMA1_BREAST,L-685458,8.02194584,6.58544159,-65.075806,0.5617
4166,CAMA1_BREAST,AZD6244,-1,8,-6.486791,0.0632
5237,CAMA1_BREAST,Erlotinib,-1,8,1.73745,0.0038
9190,CAMA1_BREAST,Lapatinib,2.36032653,8,-22.14266,0.146
11359,CAMA1_BREAST,Nutlin-3,-1,8,0.543938,0.0715
16318,CAMA1_BREAST,PLX4720,-1,8,-0.009278,0.0714
21189,CAMA1_BREAST,TAE684,-1,8,-2.042665,0.1146
11355,CALU6_LUNG,17-AAG,0.16512592,0.18347709,-76.777344,3.0328
9188,CALU6_LUNG,PD-0325901,0.09780139,0.16213965,-90.502831,3.2483
13233,CALU6_LUNG,Paclitaxel,0.00374754,0.00351323,-89.227684,6.5055
14211,CALU6_LUNG,Panobinostat,0.07541131,0.07592098,-97.501808,4.0829
16316,CALU6_LUNG,TAE684,0.62567592,0.77653265,-89.698204,2.1373
18344,CALU6_LUNG,Topotecan,1.30075002,0.96733326,-94.437042,3.0781
5236,CALU6_LUNG,Erlotinib,8.70410325,7.80798435,-51.734505,0.4963
7277,CALU6_LUNG,Lapatinib,-1,8,-4.83551,0.1923
8255,CALU6_LUNG,Nutlin-3,-1,8,-4.888357,0.106
11356,CALU6_LUNG,PHA-665752,-1,8,-2.085487,0.4372
11352,SNU475_LIVER,17-AAG,-1,0.00254261,-53.473484,3.9646
2502,SNU475_LIVER,AEW541,-1,3.25512261,-61.074776,1.4655
14213,SNU475_LIVER,Paclitaxel,5.61947617,0.00715142,-72.937309,5
15319,SNU475_LIVER,Panobinostat,0.133476,0.14582846,-94.539581,3.7899
16314,SNU475_LIVER,RAF265,-1,1.21729484,-77.299858,1.972
19211,SNU475_LIVER,TKI258,-1,5.15574212,-55.637287,1.0832
3141,SNU475_LIVER,AZD0530,-1,8,3.061935,0.6638
5235,SNU475_LIVER,Erlotinib,-1,8,-29.830679,0.6863
6373,SNU475_LIVER,L-685458,-1,8,14.697588,0.4492
13232,SNU475_LIVER,PLX4720,-1,8,-14.007411,0.6943
21188,SNU475_LIVER,ZD-6474,-1,8,-9.010792,0.6495
11351,CALU3_LUNG,17-AAG,0.0418415,1.68885744,-55.958332,2.0534
3139,CALU3_LUNG,AZD0530,1.04567957,0.85342044,-92.050514,2.3703
8254,CALU3_LUNG,Lapatinib,0.11951659,0.4945876,-79.913643,2.6066
17375,CALU3_LUNG,Panobinostat,0.03579598,0.04634737,-97.033127,4.5124
22162,CALU3_LUNG,Topotecan,0.2289646,0.45912713,-80.889374,3.0826
20207,CALU3_LUNG,TAE684,8.00846385,5.71829748,-80.890701,1.1636
23258,CALU3_LUNG,ZD-6474,2.33927083,2.22334528,-95.592728,1.8192
10190,CALU3_LUNG,Nutlin-3,-1,8,-4.849427,0.4135
12228,CALU3_LUNG,PD-0332991 ,-1,8,1.686583,0.3678
14212,CALU3_LUNG,PHA-665752,-1,8,-5.626744,0.1975
15320,CALU3_LUNG,PLX4720,-1,8,-0.609583,0.004
21187,CALU3_LUNG,TKI258,9.20113562,8,-34.961853,0.4078
11348,SNU449_LIVER,17-AAG,1.67397475,1.96294165,-70.419044,1.5499
6370,SNU449_LIVER,Irinotecan,0.73750228,1.14077973,-68.797134,1.6665
17374,SNU449_LIVER,Paclitaxel,2.4218514,2.69932485,-67.808151,1.808
18339,SNU449_LIVER,Panobinostat,0.18759753,0.20375821,-99.9636,3.3569
